Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D,E,correct_answer,model,dataset
89,"{
  ""Reasoning"": ""Passage 2 explicitly states that slavery controversies arise from attempts to spread it to new territories (lines 70-75: 'All the trouble and convulsion has proceeded from efforts to spread it'). Lincoln argues peace exists when slavery is contained to current bounds, directly supporting option B. Other options lack textual evidence: A advocates abolition (not mentioned), C cites legal ambiguity (irrelevant), and D references social differences (contrasted as unifying). Confidence is high due to explicit cause-effect framing."",
  ""Answer"": ""B"",
  ""A"": 0.0,
  ""B"": 0.95,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"Passage 2 explicitly states that slavery controversies arise from attempts to spread it to new territories (lines 70-75: 'All the trouble and convulsion has proceeded from efforts to spread it'). Lincoln argues peace exists when slavery is contained to current bounds, directly supporting option B. Other options lack textual evidence: A advocates abolition (not mentioned), C cites legal ambiguity (irrelevant), and D references social differences (contrasted as unifying). Confidence is high due to explicit cause-effect framing.",B,0.0,0.95,0.03,0.02,0.0,B,deepseek_r1,sat_en
90,"{
  ""Reasoning"": ""Passage 1 shows Douglas criticizing Lincoln for condemning the Constitution as 'contrary to God's law' due to its slavery provisions. Passage 2 reveals Lincoln clarifying that his 'house divided' metaphor targeted slavery expansion, not the Constitution itself, and accuses Douglas of misrepresentation. This directly reflects option C's tension: Douglas attacks Lincoln's stance on the Constitution, while Lincoln argues his position is mischaracterized. Other options misalign: A (policy changes) and B (economic concerns) lack textual support; D touches on interpretation but misses the core accusation-rebuttal dynamic."",
  ""Answer"": ""C"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.85,
  ""D"": 0.05
}",C,True,False,"Passage 1 shows Douglas criticizing Lincoln for condemning the Constitution as 'contrary to God's law' due to its slavery provisions. Passage 2 reveals Lincoln clarifying that his 'house divided' metaphor targeted slavery expansion, not the Constitution itself, and accuses Douglas of misrepresentation. This directly reflects option C's tension: Douglas attacks Lincoln's stance on the Constitution, while Lincoln argues his position is mischaracterized. Other options misalign: A (policy changes) and B (economic concerns) lack textual support; D touches on interpretation but misses the core accusation-rebuttal dynamic.",C,0.05,0.05,0.85,0.05,0.0,C,deepseek_r1,sat_en
92,"{
  ""Reasoning"": ""The passage focuses on explaining the mechanism behind the Venus flytrap's closing action through scientific research. It details experiments by Hodick/Sievers (calcium-ion model) and Volkov (electrical charge validation), explicitly addressing how the plant 'encodes and stores' touch information. While uniqueness/complexity (B) and behavior overview (D) are mentioned, they're secondary to the core explanation. Evolution (C) isn't discussed. Confidence is high as the evidence structure directly supports A."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.03,
  ""C"": 0.01,
  ""D"": 0.01
}",A,True,False,"The passage focuses on explaining the mechanism behind the Venus flytrap's closing action through scientific research. It details experiments by Hodick/Sievers (calcium-ion model) and Volkov (electrical charge validation), explicitly addressing how the plant 'encodes and stores' touch information. While uniqueness/complexity (B) and behavior overview (D) are mentioned, they're secondary to the core explanation. Evolution (C) isn't discussed. Confidence is high as the evidence structure directly supports A.",A,0.95,0.03,0.01,0.01,0.0,A,deepseek_r1,sat_en
91,"{
  ""Reasoning"": ""Both passages explicitly connect slavery to territorial expansion. Passage 1 argues that slavery is compatible with national growth if states respect sovereignty, while Passage 2 contends that slavery causes conflict specifically when expanded into new territories. Neither passage focuses primarily on morality (B), religion beyond a passing metaphor (C), or commerce regulations (D) as the core relationship."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.03,
  ""C"": 0.01,
  ""D"": 0.01
}",A,True,False,"Both passages explicitly connect slavery to territorial expansion. Passage 1 argues that slavery is compatible with national growth if states respect sovereignty, while Passage 2 contends that slavery causes conflict specifically when expanded into new territories. Neither passage focuses primarily on morality (B), religion beyond a passing metaphor (C), or commerce regulations (D) as the core relationship.",A,0.95,0.03,0.01,0.01,0.0,A,deepseek_r1,sat_en
80,"{
  ""Reasoning"": ""Mill in Passage 2 attributes resistance to gender role change to the 'strength of feeling' and emotional intimacy in male-female relationships, causing tenacity to old forms (lines 55-60). This aligns with option B's 'deeply entrenched tradition,' as emotions reinforce longstanding practices. Options A, C, and D lack direct support; A overemphasizes formal organization, C mentions legislative reforms (unaddressed), and D implies power benefits (not discussed). Confidence is high due to explicit text."",
  ""Answer"": ""B"",
  ""A"": 0.05,
  ""B"": 0.9,
  ""C"": 0.025,
  ""D"": 0.025
}",B,True,False,"Mill in Passage 2 attributes resistance to gender role change to the 'strength of feeling' and emotional intimacy in male-female relationships, causing tenacity to old forms (lines 55-60). This aligns with option B's 'deeply entrenched tradition,' as emotions reinforce longstanding practices. Options A, C, and D lack direct support; A overemphasizes formal organization, C mentions legislative reforms (unaddressed), and D implies power benefits (not discussed). Confidence is high due to explicit text.",B,0.05,0.9,0.025,0.025,0.0,B,deepseek_r1,sat_en
94,"{
  ""Reasoning"": ""The passage explains that a single trigger hair touch increases calcium ions but not enough to close the trap. A second touch within ~20 seconds supplements the calcium concentration to exceed the threshold. Calcium dissipation over time makes timing critical. Option D directly captures this 'supplement to calcium concentration' mechanism, while A (charge reversal), B (stabilization), and C (channel opening) misrepresent the process described."",
  ""Answer"": ""D"",
  ""A"": 0.05,
  ""B"": 0.05,
  ""C"": 0.05,
  ""D"": 0.85
}",D,True,False,"The passage explains that a single trigger hair touch increases calcium ions but not enough to close the trap. A second touch within ~20 seconds supplements the calcium concentration to exceed the threshold. Calcium dissipation over time makes timing critical. Option D directly captures this 'supplement to calcium concentration' mechanism, while A (charge reversal), B (stabilization), and C (channel opening) misrepresent the process described.",D,0.05,0.05,0.05,0.85,0.0,D,deepseek_r1,sat_en
93,"{
""Reasoning"": ""The passage explicitly states that closing the trap requires 'a huge expense of energy' and reopening takes hours. The dual-trigger mechanism ensures closure only for large prey, preventing energy waste on small insects. While calcium dynamics enable memory (Option B), energy conservation is the direct advantage emphasized. No evidence supports species identification (A) or pre-capture prevention (D) as primary benefits."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.15,
""C"": 0.75,
""D"": 0.05
}",C,True,False,"The passage explicitly states that closing the trap requires 'a huge expense of energy' and reopening takes hours. The dual-trigger mechanism ensures closure only for large prey, preventing energy waste on small insects. While calcium dynamics enable memory (Option B), energy conservation is the direct advantage emphasized. No evidence supports species identification (A) or pre-capture prevention (D) as primary benefits.",C,0.05,0.15,0.75,0.05,0.0,C,deepseek_r1,sat_en
95,"{
  ""Reasoning"": ""Hodick and Sievers's model requires two trigger touches within ~20 seconds to accumulate sufficient calcium ions above the threshold for closure. Option B describes a delayed second touch where calcium dissipates below the required concentration, preventing closure. Other options describe scenarios leading to closure (A/C/D) or neutral mechanisms (C). High confidence due to explicit model details."",
  ""Answer"": ""B"",
  ""A"": 0.0,
  ""B"": 0.95,
  ""C"": 0.03,
  ""D"": 0.02
}",B,True,False,"Hodick and Sievers's model requires two trigger touches within ~20 seconds to accumulate sufficient calcium ions above the threshold for closure. Option B describes a delayed second touch where calcium dissipates below the required concentration, preventing closure. Other options describe scenarios leading to closure (A/C/D) or neutral mechanisms (C). High confidence due to explicit model details.",B,0.0,0.95,0.03,0.02,0.0,B,deepseek_r1,sat_en
102,"{
  ""Reasoning"": ""The narrator explicitly compares the ink shop's presentation to the studio, highlighting polished floors, shiny unbroken glass cases, and nicer display of silk-wrapped boxes. This directly supports option A. Location (B), attention (C), and space size (D) aren't mentioned in the contrast."",
  ""Answer"": ""A"",
  ""A"": 0.95,
  ""B"": 0.02,
  ""C"": 0.02,
  ""D"": 0.01
}",A,True,False,"The narrator explicitly compares the ink shop's presentation to the studio, highlighting polished floors, shiny unbroken glass cases, and nicer display of silk-wrapped boxes. This directly supports option A. Location (B), attention (C), and space size (D) aren't mentioned in the contrast.",A,0.95,0.02,0.02,0.01,0.0,A,deepseek_r1,sat_en
97,"{
""Reasoning"": ""Volkov and colleagues directly experimented by applying varying electrical currents to the traps and observing responses, as described in lines 69-80. They measured the charge threshold empirically, without mathematical models (A), analyzing others' data (B), or relying solely on prior theories (D)."",
""Answer"": ""C"",
""A"": 0.0,
""B"": 0.1,
""C"": 0.9,
""D"": 0.0
}",C,True,False,"Volkov and colleagues directly experimented by applying varying electrical currents to the traps and observing responses, as described in lines 69-80. They measured the charge threshold empirically, without mathematical models (A), analyzing others' data (B), or relying solely on prior theories (D).",C,0.0,0.1,0.9,0.0,0.0,C,deepseek_r1,sat_en
